"epoch","train_100 - val_mean_pred_energy_drift","train_100 - val_mean_pred_energy_drift__MIN","train_100 - val_mean_pred_energy_drift__MAX","train_100 - _step","train_100 - _step__MIN","train_100 - _step__MAX","train_75 - val_mean_pred_energy_drift","train_75 - val_mean_pred_energy_drift__MIN","train_75 - val_mean_pred_energy_drift__MAX","train_75 - _step","train_75 - _step__MIN","train_75 - _step__MAX","train_50 - val_mean_pred_energy_drift","train_50 - val_mean_pred_energy_drift__MIN","train_50 - val_mean_pred_energy_drift__MAX","train_50 - _step","train_50 - _step__MIN","train_50 - _step__MAX","train_25 - val_mean_pred_energy_drift","train_25 - val_mean_pred_energy_drift__MIN","train_25 - val_mean_pred_energy_drift__MAX","train_25 - _step","train_25 - _step__MIN","train_25 - _step__MAX","train_10 - val_mean_pred_energy_drift","train_10 - val_mean_pred_energy_drift__MIN","train_10 - val_mean_pred_energy_drift__MAX","train_10 - _step","train_10 - _step__MIN","train_10 - _step__MAX"
"66","0.03654779493808746","0.03654779493808746","0.03654779493808746","125395","125395","125395","0.06370586901903152","0.06370586901903152","0.06370586901903152","94173","94173","94173","0.09850909560918808","0.09850909560918808","0.09850909560918808","63018","63018","63018","0.13880610466003418","0.13880610466003418","0.13880610466003418","31796","31796","31796","0.14877668023109436","0.14877668023109436","0.14877668023109436","13103","13103","13103"
"67","0.050063539296388626","0.050063539296388626","0.050063539296388626","127266","127266","127266","0.037156738340854645","0.037156738340854645","0.037156738340854645","95578","95578","95578","0.03084031492471695","0.03084031492471695","0.03084031492471695","63958","63958","63958","0.09833551198244095","0.09833551198244095","0.09833551198244095","32270","32270","32270","0.08433820307254791","0.08433820307254791","0.08433820307254791","13298","13298","13298"
"68","0.03512197732925415","0.03512197732925415","0.03512197732925415","129137","129137","129137","0.02791227586567402","0.02791227586567402","0.02791227586567402","96983","96983","96983","0.09218396246433258","0.09218396246433258","0.09218396246433258","64898","64898","64898","0.043049149215221405","0.043049149215221405","0.043049149215221405","32744","32744","32744","0.1508031040430069","0.1508031040430069","0.1508031040430069","13493","13493","13493"
"69","0.16836613416671753","0.16836613416671753","0.16836613416671753","131008","131008","131008","0.08711744099855423","0.08711744099855423","0.08711744099855423","98388","98388","98388","0.03546929731965065","0.03546929731965065","0.03546929731965065","65838","65838","65838","0.15646107494831085","0.15646107494831085","0.15646107494831085","33218","33218","33218","0.36313140392303467","0.36313140392303467","0.36313140392303467","13688","13688","13688"
"70","0.030603302642703056","0.030603302642703056","0.030603302642703056","132884","132884","132884","0.04017851501703262","0.04017851501703262","0.04017851501703262","99798","99798","99798","0.03895595297217369","0.03895595297217369","0.03895595297217369","66783","66783","66783","0.10680045187473297","0.10680045187473297","0.10680045187473297","33697","33697","33697","0.06636734306812286","0.06636734306812286","0.06636734306812286","13888","13888","13888"
"71","0.06084254011511803","0.06084254011511803","0.06084254011511803","134755","134755","134755","0.04167521744966507","0.04167521744966507","0.04167521744966507","101203","101203","101203","0.08391549438238144","0.08391549438238144","0.08391549438238144","67723","67723","67723","0.05062425881624222","0.05062425881624222","0.05062425881624222","34171","34171","34171","0.06726961582899094","0.06726961582899094","0.06726961582899094","14083","14083","14083"
"72","0.060489483177661896","0.060489483177661896","0.060489483177661896","136626","136626","136626","0.026088450103998184","0.026088450103998184","0.026088450103998184","102608","102608","102608","0.026796745136380196","0.026796745136380196","0.026796745136380196","68663","68663","68663","0.07662452012300491","0.07662452012300491","0.07662452012300491","34645","34645","34645","0.09590709954500198","0.09590709954500198","0.09590709954500198","14278","14278","14278"
"73","0.07169130444526672","0.07169130444526672","0.07169130444526672","138497","138497","138497","0.023984985426068306","0.023984985426068306","0.023984985426068306","104013","104013","104013","0.047949232161045074","0.047949232161045074","0.047949232161045074","69603","69603","69603","0.04014689475297928","0.04014689475297928","0.04014689475297928","35119","35119","35119","0.08875010162591934","0.08875010162591934","0.08875010162591934","14473","14473","14473"
"74","0.05748777836561203","0.05748777836561203","0.05748777836561203","140368","140368","140368","0.029032936319708824","0.029032936319708824","0.029032936319708824","105418","105418","105418","0.07934638112783432","0.07934638112783432","0.07934638112783432","70543","70543","70543","0.07610106468200684","0.07610106468200684","0.07610106468200684","35593","35593","35593","0.08843563497066498","0.08843563497066498","0.08843563497066498","14668","14668","14668"
"75","0.03175555169582367","0.03175555169582367","0.03175555169582367","142239","142239","142239","0.038945525884628296","0.038945525884628296","0.038945525884628296","106823","106823","106823","0.06489770114421844","0.06489770114421844","0.06489770114421844","71483","71483","71483","0.03712035343050957","0.03712035343050957","0.03712035343050957","36067","36067","36067","0.15798990428447723","0.15798990428447723","0.15798990428447723","14863","14863","14863"
"76","0.047821417450904846","0.047821417450904846","0.047821417450904846","144110","144110","144110","0.051037032157182693","0.051037032157182693","0.051037032157182693","108228","108228","108228","0.053562428802251816","0.053562428802251816","0.053562428802251816","72423","72423","72423","0.07672549784183502","0.07672549784183502","0.07672549784183502","36541","36541","36541","0.08252521604299545","0.08252521604299545","0.08252521604299545","15058","15058","15058"
"77","0.047943394631147385","0.047943394631147385","0.047943394631147385","145981","145981","145981","0.037295252084732056","0.037295252084732056","0.037295252084732056","109633","109633","109633","0.044053833931684494","0.044053833931684494","0.044053833931684494","73363","73363","73363","0.03519267961382866","0.03519267961382866","0.03519267961382866","37015","37015","37015","0.12564301490783691","0.12564301490783691","0.12564301490783691","15253","15253","15253"
"78","0.067655049264431","0.067655049264431","0.067655049264431","147852","147852","147852","0.07028187066316605","0.07028187066316605","0.07028187066316605","111038","111038","111038","0.08250453323125839","0.08250453323125839","0.08250453323125839","74303","74303","74303","0.05511472374200821","0.05511472374200821","0.05511472374200821","37489","37489","37489","0.09333763271570206","0.09333763271570206","0.09333763271570206","15448","15448","15448"
"79","0.028813300654292107","0.028813300654292107","0.028813300654292107","149723","149723","149723","0.03281650319695473","0.03281650319695473","0.03281650319695473","112443","112443","112443","0.037073537707328796","0.037073537707328796","0.037073537707328796","75243","75243","75243","0.04517507180571556","0.04517507180571556","0.04517507180571556","37963","37963","37963","0.07509975135326385","0.07509975135326385","0.07509975135326385","15643","15643","15643"
"80","0.04239673912525177","0.04239673912525177","0.04239673912525177","151599","151599","151599","0.03443315625190735","0.03443315625190735","0.03443315625190735","113853","113853","113853","0.05589568614959717","0.05589568614959717","0.05589568614959717","76188","76188","76188","0.03374389559030533","0.03374389559030533","0.03374389559030533","38442","38442","38442","0.12182290852069855","0.12182290852069855","0.12182290852069855","15843","15843","15843"
"81","0.08297092467546463","0.08297092467546463","0.08297092467546463","153470","153470","153470","0.04690968990325928","0.04690968990325928","0.04690968990325928","115258","115258","115258","0.06013750657439232","0.06013750657439232","0.06013750657439232","77128","77128","77128","0.09550339728593826","0.09550339728593826","0.09550339728593826","38916","38916","38916","0.07963447272777557","0.07963447272777557","0.07963447272777557","16038","16038","16038"
"82","0.07019119709730148","0.07019119709730148","0.07019119709730148","155341","155341","155341","0.03139423951506615","0.03139423951506615","0.03139423951506615","116663","116663","116663","0.04655472934246063","0.04655472934246063","0.04655472934246063","78068","78068","78068","0.047715216875076294","0.047715216875076294","0.047715216875076294","39390","39390","39390","0.09628944098949432","0.09628944098949432","0.09628944098949432","16233","16233","16233"
"83","0.030626894906163216","0.030626894906163216","0.030626894906163216","157212","157212","157212","0.0757674053311348","0.0757674053311348","0.0757674053311348","118068","118068","118068","0.0861479640007019","0.0861479640007019","0.0861479640007019","79008","79008","79008","0.05444362759590149","0.05444362759590149","0.05444362759590149","39864","39864","39864","0.11621547490358353","0.11621547490358353","0.11621547490358353","16428","16428","16428"
"84","0.050451286137104034","0.050451286137104034","0.050451286137104034","159083","159083","159083","0.04332409426569939","0.04332409426569939","0.04332409426569939","119473","119473","119473","0.05411753058433533","0.05411753058433533","0.05411753058433533","79948","79948","79948","0.054283831268548965","0.054283831268548965","0.054283831268548965","40338","40338","40338","0.11944037675857544","0.11944037675857544","0.11944037675857544","16623","16623","16623"
"85","0.028332959860563278","0.028332959860563278","0.028332959860563278","160954","160954","160954","0.06331070512533188","0.06331070512533188","0.06331070512533188","120878","120878","120878","0.06262082606554031","0.06262082606554031","0.06262082606554031","80888","80888","80888","0.04135487601161003","0.04135487601161003","0.04135487601161003","40812","40812","40812","0.05773894488811493","0.05773894488811493","0.05773894488811493","16818","16818","16818"
"86","0.08091676980257034","0.08091676980257034","0.08091676980257034","162825","162825","162825","0.04032669588923454","0.04032669588923454","0.04032669588923454","122283","122283","122283","0.03838871046900749","0.03838871046900749","0.03838871046900749","81828","81828","81828","0.03285624459385872","0.03285624459385872","0.03285624459385872","41286","41286","41286","0.10663659125566483","0.10663659125566483","0.10663659125566483","17013","17013","17013"
"87","0.03874887526035309","0.03874887526035309","0.03874887526035309","164696","164696","164696","0.03200746327638626","0.03200746327638626","0.03200746327638626","123688","123688","123688","0.055768318474292755","0.055768318474292755","0.055768318474292755","82768","82768","82768","0.04720098525285721","0.04720098525285721","0.04720098525285721","41760","41760","41760","0.1723913699388504","0.1723913699388504","0.1723913699388504","17208","17208","17208"
"88","0.02929447405040264","0.02929447405040264","0.02929447405040264","166567","166567","166567","0.036916933953762054","0.036916933953762054","0.036916933953762054","125093","125093","125093","0.03730444610118866","0.03730444610118866","0.03730444610118866","83708","83708","83708","0.11962012201547623","0.11962012201547623","0.11962012201547623","42234","42234","42234","0.1192350909113884","0.1192350909113884","0.1192350909113884","17403","17403","17403"
"89","0.06527020037174225","0.06527020037174225","0.06527020037174225","168438","168438","168438","0.03412206098437309","0.03412206098437309","0.03412206098437309","126498","126498","126498","0.07761485129594803","0.07761485129594803","0.07761485129594803","84648","84648","84648","0.032407067716121674","0.032407067716121674","0.032407067716121674","42708","42708","42708","0.055305834859609604","0.055305834859609604","0.055305834859609604","17598","17598","17598"
"90","0.037872832268476486","0.037872832268476486","0.037872832268476486","170314","170314","170314","0.03983134403824806","0.03983134403824806","0.03983134403824806","127908","127908","127908","0.03340950235724449","0.03340950235724449","0.03340950235724449","85593","85593","85593","0.09183121472597122","0.09183121472597122","0.09183121472597122","43187","43187","43187","0.09015669673681259","0.09015669673681259","0.09015669673681259","17798","17798","17798"
"91","0.05871226638555527","0.05871226638555527","0.05871226638555527","172185","172185","172185","0.04561828821897507","0.04561828821897507","0.04561828821897507","129313","129313","129313","0.033876512199640274","0.033876512199640274","0.033876512199640274","86533","86533","86533","0.044303104281425476","0.044303104281425476","0.044303104281425476","43661","43661","43661","0.17187835276126862","0.17187835276126862","0.17187835276126862","17993","17993","17993"
"92","0.033156730234622955","0.033156730234622955","0.033156730234622955","174056","174056","174056","0.03913773596286774","0.03913773596286774","0.03913773596286774","130718","130718","130718","0.03196215629577637","0.03196215629577637","0.03196215629577637","87473","87473","87473","0.06173432990908623","0.06173432990908623","0.06173432990908623","44135","44135","44135","0.09733077138662338","0.09733077138662338","0.09733077138662338","18188","18188","18188"
"93","0.05257638543844223","0.05257638543844223","0.05257638543844223","175927","175927","175927","0.04713987931609154","0.04713987931609154","0.04713987931609154","132123","132123","132123","0.04303666204214096","0.04303666204214096","0.04303666204214096","88413","88413","88413","0.059691812843084335","0.059691812843084335","0.059691812843084335","44609","44609","44609","0.11850803345441818","0.11850803345441818","0.11850803345441818","18383","18383","18383"
"94","0.045985911041498184","0.045985911041498184","0.045985911041498184","177798","177798","177798","0.042035382241010666","0.042035382241010666","0.042035382241010666","133528","133528","133528","0.06439909338951111","0.06439909338951111","0.06439909338951111","89353","89353","89353","0.044810742139816284","0.044810742139816284","0.044810742139816284","45083","45083","45083","0.14565791189670563","0.14565791189670563","0.14565791189670563","18578","18578","18578"
"95","0.0836811363697052","0.0836811363697052","0.0836811363697052","179669","179669","179669","0.05409292131662369","0.05409292131662369","0.05409292131662369","134933","134933","134933","0.09227313846349716","0.09227313846349716","0.09227313846349716","90293","90293","90293","0.03793687745928764","0.03793687745928764","0.03793687745928764","45557","45557","45557","0.08045855164527893","0.08045855164527893","0.08045855164527893","18773","18773","18773"
"96","0.04179342836141586","0.04179342836141586","0.04179342836141586","181540","181540","181540","0.06378698348999023","0.06378698348999023","0.06378698348999023","136338","136338","136338","0.08527601510286331","0.08527601510286331","0.08527601510286331","91233","91233","91233","0.05752107873558998","0.05752107873558998","0.05752107873558998","46031","46031","46031","0.1278766691684723","0.1278766691684723","0.1278766691684723","18968","18968","18968"
"97","0.04492027312517166","0.04492027312517166","0.04492027312517166","183411","183411","183411","0.09244183450937271","0.09244183450937271","0.09244183450937271","137743","137743","137743","0.0865606963634491","0.0865606963634491","0.0865606963634491","92173","92173","92173","0.07551620900630951","0.07551620900630951","0.07551620900630951","46505","46505","46505","0.07727305591106415","0.07727305591106415","0.07727305591106415","19163","19163","19163"
"98","0.077358677983284","0.077358677983284","0.077358677983284","185282","185282","185282","0.08600537478923798","0.08600537478923798","0.08600537478923798","139148","139148","139148","0.03016471303999424","0.03016471303999424","0.03016471303999424","93113","93113","93113","0.058206625282764435","0.058206625282764435","0.058206625282764435","46979","46979","46979","0.10147687047719955","0.10147687047719955","0.10147687047719955","19358","19358","19358"
"99","0.052683863788843155","0.052683863788843155","0.052683863788843155","187153","187153","187153","0.04161159321665764","0.04161159321665764","0.04161159321665764","140553","140553","140553","0.03944944590330124","0.03944944590330124","0.03944944590330124","94053","94053","94053","0.05274583026766777","0.05274583026766777","0.05274583026766777","47453","47453","47453","0.09058192372322083","0.09058192372322083","0.09058192372322083","19553","19553","19553"
"100","0.039394184947013855","0.039394184947013855","0.039394184947013855","189029","189029","189029","0.03741052746772766","0.03741052746772766","0.03741052746772766","141963","141963","141963","0.022269543260335922","0.022269543260335922","0.022269543260335922","94998","94998","94998","0.03965505585074425","0.03965505585074425","0.03965505585074425","47932","47932","47932","0.13469499349594116","0.13469499349594116","0.13469499349594116","19753","19753","19753"
"101","0.025469252839684486","0.025469252839684486","0.025469252839684486","190900","190900","190900","0.02705812267959118","0.02705812267959118","0.02705812267959118","143368","143368","143368","0.03947250545024872","0.03947250545024872","0.03947250545024872","95938","95938","95938","0.043065182864665985","0.043065182864665985","0.043065182864665985","48406","48406","48406","0.18682311475276947","0.18682311475276947","0.18682311475276947","19948","19948","19948"
"102","0.027266131713986397","0.027266131713986397","0.027266131713986397","192771","192771","192771","0.034732479602098465","0.034732479602098465","0.034732479602098465","144773","144773","144773","0.03561778366565704","0.03561778366565704","0.03561778366565704","96878","96878","96878","0.10114739835262299","0.10114739835262299","0.10114739835262299","48880","48880","48880","0.08181691914796829","0.08181691914796829","0.08181691914796829","20143","20143","20143"
"103","0.04103368520736694","0.04103368520736694","0.04103368520736694","194642","194642","194642","0.04377629980444908","0.04377629980444908","0.04377629980444908","146178","146178","146178","0.03050524741411209","0.03050524741411209","0.03050524741411209","97818","97818","97818","0.058494143187999725","0.058494143187999725","0.058494143187999725","49354","49354","49354","0.08611716330051422","0.08611716330051422","0.08611716330051422","20338","20338","20338"
"104","0.04000047966837883","0.04000047966837883","0.04000047966837883","196513","196513","196513","0.0854373499751091","0.0854373499751091","0.0854373499751091","147583","147583","147583","0.05019669979810715","0.05019669979810715","0.05019669979810715","98758","98758","98758","0.048558659851551056","0.048558659851551056","0.048558659851551056","49828","49828","49828","0.1712445318698883","0.1712445318698883","0.1712445318698883","20533","20533","20533"
"105","0.07473292946815491","0.07473292946815491","0.07473292946815491","198384","198384","198384","0.044727593660354614","0.044727593660354614","0.044727593660354614","148988","148988","148988","0.04458887502551079","0.04458887502551079","0.04458887502551079","99698","99698","99698","0.03403683006763458","0.03403683006763458","0.03403683006763458","50302","50302","50302","0.1312972605228424","0.1312972605228424","0.1312972605228424","20728","20728","20728"
"106","0.12492341548204422","0.12492341548204422","0.12492341548204422","200255","200255","200255","0.055184442549943924","0.055184442549943924","0.055184442549943924","150393","150393","150393","0.04174484312534332","0.04174484312534332","0.04174484312534332","100638","100638","100638","0.05730820819735527","0.05730820819735527","0.05730820819735527","50776","50776","50776","0.09675467014312744","0.09675467014312744","0.09675467014312744","20923","20923","20923"
"107","0.07231229543685913","0.07231229543685913","0.07231229543685913","202126","202126","202126","0.031064605340361595","0.031064605340361595","0.031064605340361595","151798","151798","151798","0.08595795184373856","0.08595795184373856","0.08595795184373856","101578","101578","101578","0.03413363918662071","0.03413363918662071","0.03413363918662071","51250","51250","51250","0.0745660811662674","0.0745660811662674","0.0745660811662674","21118","21118","21118"
"108","0.056213196367025375","0.056213196367025375","0.056213196367025375","203997","203997","203997","0.030388424172997475","0.030388424172997475","0.030388424172997475","153203","153203","153203","0.09492787718772888","0.09492787718772888","0.09492787718772888","102518","102518","102518","0.04834502562880516","0.04834502562880516","0.04834502562880516","51724","51724","51724","0.1882200390100479","0.1882200390100479","0.1882200390100479","21313","21313","21313"
"109","0.08265776187181473","0.08265776187181473","0.08265776187181473","205868","205868","205868","0.08806359767913818","0.08806359767913818","0.08806359767913818","154608","154608","154608","0.04120906442403793","0.04120906442403793","0.04120906442403793","103458","103458","103458","0.04958612471818924","0.04958612471818924","0.04958612471818924","52198","52198","52198","0.130307137966156","0.130307137966156","0.130307137966156","21508","21508","21508"
"110","0.11389391869306564","0.11389391869306564","0.11389391869306564","207744","207744","207744","0.07417018711566925","0.07417018711566925","0.07417018711566925","156018","156018","156018","0.054297566413879395","0.054297566413879395","0.054297566413879395","104403","104403","104403","0.033296797424554825","0.033296797424554825","0.033296797424554825","52677","52677","52677","0.15464434027671814","0.15464434027671814","0.15464434027671814","21708","21708","21708"
"111","0.08250653743743896","0.08250653743743896","0.08250653743743896","209615","209615","209615","0.07063406705856323","0.07063406705856323","0.07063406705856323","157423","157423","157423","0.0542725995182991","0.0542725995182991","0.0542725995182991","105343","105343","105343","0.09311787784099579","0.09311787784099579","0.09311787784099579","53151","53151","53151","0.07402970641851425","0.07402970641851425","0.07402970641851425","21903","21903","21903"
"112","0.05721365660429001","0.05721365660429001","0.05721365660429001","211486","211486","211486","0.05554914474487305","0.05554914474487305","0.05554914474487305","158828","158828","158828","0.044707559049129486","0.044707559049129486","0.044707559049129486","106283","106283","106283","0.05902069807052612","0.05902069807052612","0.05902069807052612","53625","53625","53625","0.05043118819594383","0.05043118819594383","0.05043118819594383","22098","22098","22098"
"113","0.04880084469914436","0.04880084469914436","0.04880084469914436","213357","213357","213357","0.046568743884563446","0.046568743884563446","0.046568743884563446","160233","160233","160233","0.05964568257331848","0.05964568257331848","0.05964568257331848","107223","107223","107223","0.036147281527519226","0.036147281527519226","0.036147281527519226","54099","54099","54099","0.19137680530548096","0.19137680530548096","0.19137680530548096","22293","22293","22293"
"114","0.1013495996594429","0.1013495996594429","0.1013495996594429","215228","215228","215228","0.040122758597135544","0.040122758597135544","0.040122758597135544","161638","161638","161638","0.038232140243053436","0.038232140243053436","0.038232140243053436","108163","108163","108163","0.057329654693603516","0.057329654693603516","0.057329654693603516","54573","54573","54573","0.12354282289743423","0.12354282289743423","0.12354282289743423","22488","22488","22488"
"115","0.05517194792628288","0.05517194792628288","0.05517194792628288","217099","217099","217099","0.08617130666971207","0.08617130666971207","0.08617130666971207","163043","163043","163043","0.03328857570886612","0.03328857570886612","0.03328857570886612","109103","109103","109103","0.09766119718551636","0.09766119718551636","0.09766119718551636","55047","55047","55047","0.09679946303367615","0.09679946303367615","0.09679946303367615","22683","22683","22683"
"116","0.0239972285926342","0.0239972285926342","0.0239972285926342","218970","218970","218970","0.03554442524909973","0.03554442524909973","0.03554442524909973","164448","164448","164448","0.0536225251853466","0.0536225251853466","0.0536225251853466","110043","110043","110043","0.05656164884567261","0.05656164884567261","0.05656164884567261","55521","55521","55521","0.13643306493759155","0.13643306493759155","0.13643306493759155","22878","22878","22878"
"117","0.050498273223638535","0.050498273223638535","0.050498273223638535","220841","220841","220841","0.02964520826935768","0.02964520826935768","0.02964520826935768","165853","165853","165853","0.04421810060739517","0.04421810060739517","0.04421810060739517","110983","110983","110983","0.047458987683057785","0.047458987683057785","0.047458987683057785","55995","55995","55995","0.03766443207859993","0.03766443207859993","0.03766443207859993","23073","23073","23073"
"118","0.06202369183301926","0.06202369183301926","0.06202369183301926","222712","222712","222712","0.031238708645105362","0.031238708645105362","0.031238708645105362","167258","167258","167258","0.0840996652841568","0.0840996652841568","0.0840996652841568","111923","111923","111923","0.06777892261743546","0.06777892261743546","0.06777892261743546","56469","56469","56469","0.09606046229600906","0.09606046229600906","0.09606046229600906","23268","23268","23268"
"119","0.03232719004154205","0.03232719004154205","0.03232719004154205","224583","224583","224583","0.05339456722140312","0.05339456722140312","0.05339456722140312","168663","168663","168663","0.026758350431919098","0.026758350431919098","0.026758350431919098","112863","112863","112863","0.061398591846227646","0.061398591846227646","0.061398591846227646","56943","56943","56943","0.05549251288175583","0.05549251288175583","0.05549251288175583","23463","23463","23463"
"120","0.04086556285619736","0.04086556285619736","0.04086556285619736","226459","226459","226459","0.06594603508710861","0.06594603508710861","0.06594603508710861","170073","170073","170073","0.10548707842826843","0.10548707842826843","0.10548707842826843","113808","113808","113808","0.038080476224422455","0.038080476224422455","0.038080476224422455","57422","57422","57422","0.09209024161100388","0.09209024161100388","0.09209024161100388","23663","23663","23663"
"121","0.027091002091765404","0.027091002091765404","0.027091002091765404","228330","228330","228330","0.028765903785824776","0.028765903785824776","0.028765903785824776","171478","171478","171478","0.04510299488902092","0.04510299488902092","0.04510299488902092","114748","114748","114748","0.035568829625844955","0.035568829625844955","0.035568829625844955","57896","57896","57896","0.06207031011581421","0.06207031011581421","0.06207031011581421","23858","23858","23858"
"122","0.09272713214159012","0.09272713214159012","0.09272713214159012","230201","230201","230201","0.029720231890678406","0.029720231890678406","0.029720231890678406","172883","172883","172883","0.04574110731482506","0.04574110731482506","0.04574110731482506","115688","115688","115688","0.0327657088637352","0.0327657088637352","0.0327657088637352","58370","58370","58370","0.10740718245506287","0.10740718245506287","0.10740718245506287","24053","24053","24053"
"123","0.08682627975940704","0.08682627975940704","0.08682627975940704","232072","232072","232072","0.044338688254356384","0.044338688254356384","0.044338688254356384","174288","174288","174288","0.05972209945321083","0.05972209945321083","0.05972209945321083","116628","116628","116628","0.044361330568790436","0.044361330568790436","0.044361330568790436","58844","58844","58844","0.06079927459359169","0.06079927459359169","0.06079927459359169","24248","24248","24248"
"124","0.0526450090110302","0.0526450090110302","0.0526450090110302","233943","233943","233943","0.03896743059158325","0.03896743059158325","0.03896743059158325","175693","175693","175693","0.07591340690851212","0.07591340690851212","0.07591340690851212","117568","117568","117568","0.03317206725478172","0.03317206725478172","0.03317206725478172","59318","59318","59318","0.06094754487276077","0.06094754487276077","0.06094754487276077","24443","24443","24443"
"125","0.07592333853244781","0.07592333853244781","0.07592333853244781","235814","235814","235814","0.04039746895432472","0.04039746895432472","0.04039746895432472","177098","177098","177098","0.034661389887332916","0.034661389887332916","0.034661389887332916","118508","118508","118508","0.040066927671432495","0.040066927671432495","0.040066927671432495","59792","59792","59792","0.06043144315481186","0.06043144315481186","0.06043144315481186","24638","24638","24638"
"126","0.024861779063940048","0.024861779063940048","0.024861779063940048","237685","237685","237685","0.03358922153711319","0.03358922153711319","0.03358922153711319","178503","178503","178503","0.05945172533392906","0.05945172533392906","0.05945172533392906","119448","119448","119448","0.048490192741155624","0.048490192741155624","0.048490192741155624","60266","60266","60266","0.07349926978349686","0.07349926978349686","0.07349926978349686","24833","24833","24833"
"127","0.09575792402029037","0.09575792402029037","0.09575792402029037","239556","239556","239556","0.041790228337049484","0.041790228337049484","0.041790228337049484","179908","179908","179908","0.05417545884847641","0.05417545884847641","0.05417545884847641","120388","120388","120388","0.04584389925003052","0.04584389925003052","0.04584389925003052","60740","60740","60740","0.1266968697309494","0.1266968697309494","0.1266968697309494","25028","25028","25028"
"128","0.042971204966306686","0.042971204966306686","0.042971204966306686","241427","241427","241427","0.05050435662269592","0.05050435662269592","0.05050435662269592","181313","181313","181313","0.03296458348631859","0.03296458348631859","0.03296458348631859","121328","121328","121328","0.03436408191919327","0.03436408191919327","0.03436408191919327","61214","61214","61214","0.1636013686656952","0.1636013686656952","0.1636013686656952","25223","25223","25223"
"129","0.03548351675271988","0.03548351675271988","0.03548351675271988","243298","243298","243298","0.03806239366531372","0.03806239366531372","0.03806239366531372","182718","182718","182718","0.028921935707330704","0.028921935707330704","0.028921935707330704","122268","122268","122268","0.056619226932525635","0.056619226932525635","0.056619226932525635","61688","61688","61688","0.11236154288053513","0.11236154288053513","0.11236154288053513","25418","25418","25418"
"130","0.0496540367603302","0.0496540367603302","0.0496540367603302","245174","245174","245174","0.04155226796865463","0.04155226796865463","0.04155226796865463","184128","184128","184128","0.07952982932329178","0.07952982932329178","0.07952982932329178","123213","123213","123213","0.04101257771253586","0.04101257771253586","0.04101257771253586","62167","62167","62167","0.06331249326467514","0.06331249326467514","0.06331249326467514","25618","25618","25618"
"131","0.06903406232595444","0.06903406232595444","0.06903406232595444","247045","247045","247045","0.10258398950099945","0.10258398950099945","0.10258398950099945","185533","185533","185533","0.05789570137858391","0.05789570137858391","0.05789570137858391","124153","124153","124153","0.03232564404606819","0.03232564404606819","0.03232564404606819","62641","62641","62641","0.17211449146270752","0.17211449146270752","0.17211449146270752","25813","25813","25813"
"132","0.1042727455496788","0.1042727455496788","0.1042727455496788","248916","248916","248916","0.04663929343223572","0.04663929343223572","0.04663929343223572","186938","186938","186938","0.04121870547533035","0.04121870547533035","0.04121870547533035","125093","125093","125093","0.038677532225847244","0.038677532225847244","0.038677532225847244","63115","63115","63115","0.06416218727827072","0.06416218727827072","0.06416218727827072","26008","26008","26008"
