"epoch","train_100 - val_mean_pred_energy_drift","train_100 - val_mean_pred_energy_drift__MIN","train_100 - val_mean_pred_energy_drift__MAX","train_100 - _step","train_100 - _step__MIN","train_100 - _step__MAX","train_75 - val_mean_pred_energy_drift","train_75 - val_mean_pred_energy_drift__MIN","train_75 - val_mean_pred_energy_drift__MAX","train_75 - _step","train_75 - _step__MIN","train_75 - _step__MAX","train_50 - val_mean_pred_energy_drift","train_50 - val_mean_pred_energy_drift__MIN","train_50 - val_mean_pred_energy_drift__MAX","train_50 - _step","train_50 - _step__MIN","train_50 - _step__MAX","train_25 - val_mean_pred_energy_drift","train_25 - val_mean_pred_energy_drift__MIN","train_25 - val_mean_pred_energy_drift__MAX","train_25 - _step","train_25 - _step__MIN","train_25 - _step__MAX","train_10 - val_mean_pred_energy_drift","train_10 - val_mean_pred_energy_drift__MIN","train_10 - val_mean_pred_energy_drift__MAX","train_10 - _step","train_10 - _step__MIN","train_10 - _step__MAX"
"133","0.13243696093559265","0.13243696093559265","0.13243696093559265","250787","250787","250787","0.07114774733781815","0.07114774733781815","0.07114774733781815","188343","188343","188343","0.05180836096405983","0.05180836096405983","0.05180836096405983","126033","126033","126033","0.05274762958288193","0.05274762958288193","0.05274762958288193","63589","63589","63589","0.04952661320567131","0.04952661320567131","0.04952661320567131","26203","26203","26203"
"134","0.039291515946388245","0.039291515946388245","0.039291515946388245","252658","252658","252658","0.06446585059165955","0.06446585059165955","0.06446585059165955","189748","189748","189748","0.0602642297744751","0.0602642297744751","0.0602642297744751","126973","126973","126973","0.07752305269241333","0.07752305269241333","0.07752305269241333","64063","64063","64063","0.08174586296081543","0.08174586296081543","0.08174586296081543","26398","26398","26398"
"135","0.035324826836586","0.035324826836586","0.035324826836586","254529","254529","254529","0.04645335674285889","0.04645335674285889","0.04645335674285889","191153","191153","191153","0.033172205090522766","0.033172205090522766","0.033172205090522766","127913","127913","127913","0.06979158520698547","0.06979158520698547","0.06979158520698547","64537","64537","64537","0.056766919791698456","0.056766919791698456","0.056766919791698456","26593","26593","26593"
"136","0.03851992264389992","0.03851992264389992","0.03851992264389992","256400","256400","256400","0.026962533593177795","0.026962533593177795","0.026962533593177795","192558","192558","192558","0.04665520042181015","0.04665520042181015","0.04665520042181015","128853","128853","128853","0.08333691209554672","0.08333691209554672","0.08333691209554672","65011","65011","65011","0.07207664847373962","0.07207664847373962","0.07207664847373962","26788","26788","26788"
"137","0.07039804011583328","0.07039804011583328","0.07039804011583328","258271","258271","258271","0.0382046140730381","0.0382046140730381","0.0382046140730381","193963","193963","193963","0.04937194660305977","0.04937194660305977","0.04937194660305977","129793","129793","129793","0.03730032965540886","0.03730032965540886","0.03730032965540886","65485","65485","65485","0.16317038238048553","0.16317038238048553","0.16317038238048553","26983","26983","26983"
"138","0.029003039002418518","0.029003039002418518","0.029003039002418518","260142","260142","260142","0.030590923503041267","0.030590923503041267","0.030590923503041267","195368","195368","195368","0.046076662838459015","0.046076662838459015","0.046076662838459015","130733","130733","130733","0.03506690263748169","0.03506690263748169","0.03506690263748169","65959","65959","65959","0.06822364777326584","0.06822364777326584","0.06822364777326584","27178","27178","27178"
"139","0.04009915888309479","0.04009915888309479","0.04009915888309479","262013","262013","262013","0.06102197617292404","0.06102197617292404","0.06102197617292404","196773","196773","196773","0.02494839020073414","0.02494839020073414","0.02494839020073414","131673","131673","131673","0.07412128150463104","0.07412128150463104","0.07412128150463104","66433","66433","66433","0.078228659927845","0.078228659927845","0.078228659927845","27373","27373","27373"
"140","0.09231052547693253","0.09231052547693253","0.09231052547693253","263889","263889","263889","0.03304941952228546","0.03304941952228546","0.03304941952228546","198183","198183","198183","0.04462006315588951","0.04462006315588951","0.04462006315588951","132618","132618","132618","0.055863361805677414","0.055863361805677414","0.055863361805677414","66912","66912","66912","0.0634809136390686","0.0634809136390686","0.0634809136390686","27573","27573","27573"
"141","0.029005609452724457","0.029005609452724457","0.029005609452724457","265760","265760","265760","0.05612587183713913","0.05612587183713913","0.05612587183713913","199588","199588","199588","0.13264572620391846","0.13264572620391846","0.13264572620391846","133558","133558","133558","0.04354842007160187","0.04354842007160187","0.04354842007160187","67386","67386","67386","0.06059449538588524","0.06059449538588524","0.06059449538588524","27768","27768","27768"
"142","0.03625773265957832","0.03625773265957832","0.03625773265957832","267631","267631","267631","0.04552082717418671","0.04552082717418671","0.04552082717418671","200993","200993","200993","0.045459356158971786","0.045459356158971786","0.045459356158971786","134498","134498","134498","0.031419336795806885","0.031419336795806885","0.031419336795806885","67860","67860","67860","0.04954357445240021","0.04954357445240021","0.04954357445240021","27963","27963","27963"
"143","0.05613071098923683","0.05613071098923683","0.05613071098923683","269502","269502","269502","0.07465651631355286","0.07465651631355286","0.07465651631355286","202398","202398","202398","0.03554714843630791","0.03554714843630791","0.03554714843630791","135438","135438","135438","0.06043138727545738","0.06043138727545738","0.06043138727545738","68334","68334","68334","0.1889696568250656","0.1889696568250656","0.1889696568250656","28158","28158","28158"
"144","0.030095595866441727","0.030095595866441727","0.030095595866441727","271373","271373","271373","0.06834006309509277","0.06834006309509277","0.06834006309509277","203803","203803","203803","0.04182060435414314","0.04182060435414314","0.04182060435414314","136378","136378","136378","0.13862641155719757","0.13862641155719757","0.13862641155719757","68808","68808","68808","0.04469535872340202","0.04469535872340202","0.04469535872340202","28353","28353","28353"
"145","0.03995126113295555","0.03995126113295555","0.03995126113295555","273244","273244","273244","0.06798157095909119","0.06798157095909119","0.06798157095909119","205208","205208","205208","0.05378144979476929","0.05378144979476929","0.05378144979476929","137318","137318","137318","0.042621955275535583","0.042621955275535583","0.042621955275535583","69282","69282","69282","0.12343504279851913","0.12343504279851913","0.12343504279851913","28548","28548","28548"
"146","0.040238603949546814","0.040238603949546814","0.040238603949546814","275115","275115","275115","0.03303970396518707","0.03303970396518707","0.03303970396518707","206613","206613","206613","0.04180290549993515","0.04180290549993515","0.04180290549993515","138258","138258","138258","0.02894073911011219","0.02894073911011219","0.02894073911011219","69756","69756","69756","0.06417865306138992","0.06417865306138992","0.06417865306138992","28743","28743","28743"
"147","0.043798308819532394","0.043798308819532394","0.043798308819532394","276986","276986","276986","0.041179757565259933","0.041179757565259933","0.041179757565259933","208018","208018","208018","0.05564839392900467","0.05564839392900467","0.05564839392900467","139198","139198","139198","0.027773378416895866","0.027773378416895866","0.027773378416895866","70230","70230","70230","0.07359041273593903","0.07359041273593903","0.07359041273593903","28938","28938","28938"
"148","0.07162151485681534","0.07162151485681534","0.07162151485681534","278857","278857","278857","0.05727735161781311","0.05727735161781311","0.05727735161781311","209423","209423","209423","0.0392453633248806","0.0392453633248806","0.0392453633248806","140138","140138","140138","0.04352979362010956","0.04352979362010956","0.04352979362010956","70704","70704","70704","0.04711322486400604","0.04711322486400604","0.04711322486400604","29133","29133","29133"
"149","0.06043856963515282","0.06043856963515282","0.06043856963515282","280728","280728","280728","0.0329122394323349","0.0329122394323349","0.0329122394323349","210828","210828","210828","0.0447215810418129","0.0447215810418129","0.0447215810418129","141078","141078","141078","0.0320405475795269","0.0320405475795269","0.0320405475795269","71178","71178","71178","0.10693906247615814","0.10693906247615814","0.10693906247615814","29328","29328","29328"
"150","0.048677247017621994","0.048677247017621994","0.048677247017621994","282604","282604","282604","0.08778738230466843","0.08778738230466843","0.08778738230466843","212238","212238","212238","0.19427090883255005","0.19427090883255005","0.19427090883255005","142023","142023","142023","0.0334162637591362","0.0334162637591362","0.0334162637591362","71657","71657","71657","0.09811105579137802","0.09811105579137802","0.09811105579137802","29528","29528","29528"
"151","0.06918562203645706","0.06918562203645706","0.06918562203645706","284475","284475","284475","0.05433677136898041","0.05433677136898041","0.05433677136898041","213643","213643","213643","0.08801749348640442","0.08801749348640442","0.08801749348640442","142963","142963","142963","0.04290924593806267","0.04290924593806267","0.04290924593806267","72131","72131","72131","0.11445393413305283","0.11445393413305283","0.11445393413305283","29723","29723","29723"
"152","0.04336836561560631","0.04336836561560631","0.04336836561560631","286346","286346","286346","0.04042045399546623","0.04042045399546623","0.04042045399546623","215048","215048","215048","0.06325600296258926","0.06325600296258926","0.06325600296258926","143903","143903","143903","0.05567018315196037","0.05567018315196037","0.05567018315196037","72605","72605","72605","0.07434554398059845","0.07434554398059845","0.07434554398059845","29918","29918","29918"
"153","0.051419250667095184","0.051419250667095184","0.051419250667095184","288217","288217","288217","0.06042618304491043","0.06042618304491043","0.06042618304491043","216453","216453","216453","0.05673922970890999","0.05673922970890999","0.05673922970890999","144843","144843","144843","0.07498826086521149","0.07498826086521149","0.07498826086521149","73079","73079","73079","0.04542895406484604","0.04542895406484604","0.04542895406484604","30113","30113","30113"
"154","0.08027046918869019","0.08027046918869019","0.08027046918869019","290088","290088","290088","0.07686368376016617","0.07686368376016617","0.07686368376016617","217858","217858","217858","0.07570957392454147","0.07570957392454147","0.07570957392454147","145783","145783","145783","0.03179564327001572","0.03179564327001572","0.03179564327001572","73553","73553","73553","0.05633625015616417","0.05633625015616417","0.05633625015616417","30308","30308","30308"
"155","0.0666688084602356","0.0666688084602356","0.0666688084602356","291959","291959","291959","0.04244161397218704","0.04244161397218704","0.04244161397218704","219263","219263","219263","0.03075779601931572","0.03075779601931572","0.03075779601931572","146723","146723","146723","0.02698696032166481","0.02698696032166481","0.02698696032166481","74027","74027","74027","0.08732882142066956","0.08732882142066956","0.08732882142066956","30503","30503","30503"
"156","0.07516341656446457","0.07516341656446457","0.07516341656446457","293830","293830","293830","0.04679543152451515","0.04679543152451515","0.04679543152451515","220668","220668","220668","0.03820613771677017","0.03820613771677017","0.03820613771677017","147663","147663","147663","0.06975669413805008","0.06975669413805008","0.06975669413805008","74501","74501","74501","0.06649330258369446","0.06649330258369446","0.06649330258369446","30698","30698","30698"
"157","0.041875965893268585","0.041875965893268585","0.041875965893268585","295701","295701","295701","0.028383541852235794","0.028383541852235794","0.028383541852235794","222073","222073","222073","0.05092144384980202","0.05092144384980202","0.05092144384980202","148603","148603","148603","0.05642768368124962","0.05642768368124962","0.05642768368124962","74975","74975","74975","0.04926907271146774","0.04926907271146774","0.04926907271146774","30893","30893","30893"
"158","0.030702263116836548","0.030702263116836548","0.030702263116836548","297572","297572","297572","0.05166729912161827","0.05166729912161827","0.05166729912161827","223478","223478","223478","0.05296216905117035","0.05296216905117035","0.05296216905117035","149543","149543","149543","0.06644993275403976","0.06644993275403976","0.06644993275403976","75449","75449","75449","0.10144957154989243","0.10144957154989243","0.10144957154989243","31088","31088","31088"
"159","0.038395509123802185","0.038395509123802185","0.038395509123802185","299443","299443","299443","0.025921553373336792","0.025921553373336792","0.025921553373336792","224883","224883","224883","0.1290743201971054","0.1290743201971054","0.1290743201971054","150483","150483","150483","0.033832091838121414","0.033832091838121414","0.033832091838121414","75923","75923","75923","0.07704544812440872","0.07704544812440872","0.07704544812440872","31283","31283","31283"
"160","0.04119231551885605","0.04119231551885605","0.04119231551885605","301319","301319","301319","0.04038876295089722","0.04038876295089722","0.04038876295089722","226293","226293","226293","0.13651402294635773","0.13651402294635773","0.13651402294635773","151428","151428","151428","0.03499799221754074","0.03499799221754074","0.03499799221754074","76402","76402","76402","0.06223074719309807","0.06223074719309807","0.06223074719309807","31483","31483","31483"
"161","0.05098186805844307","0.05098186805844307","0.05098186805844307","303190","303190","303190","0.06225968897342682","0.06225968897342682","0.06225968897342682","227698","227698","227698","0.050679828971624374","0.050679828971624374","0.050679828971624374","152368","152368","152368","0.03651229664683342","0.03651229664683342","0.03651229664683342","76876","76876","76876","0.07721072435379028","0.07721072435379028","0.07721072435379028","31678","31678","31678"
"162","0.07262501865625381","0.07262501865625381","0.07262501865625381","305061","305061","305061","0.04221438989043236","0.04221438989043236","0.04221438989043236","229103","229103","229103","0.05018499493598938","0.05018499493598938","0.05018499493598938","153308","153308","153308","0.04258397966623306","0.04258397966623306","0.04258397966623306","77350","77350","77350","0.05627545714378357","0.05627545714378357","0.05627545714378357","31873","31873","31873"
"163","0.046665169298648834","0.046665169298648834","0.046665169298648834","306932","306932","306932","0.07541446387767792","0.07541446387767792","0.07541446387767792","230508","230508","230508","0.10078088194131851","0.10078088194131851","0.10078088194131851","154248","154248","154248","0.03631631284952164","0.03631631284952164","0.03631631284952164","77824","77824","77824","0.1120002344250679","0.1120002344250679","0.1120002344250679","32068","32068","32068"
"164","0.040601275861263275","0.040601275861263275","0.040601275861263275","308803","308803","308803","0.05677191913127899","0.05677191913127899","0.05677191913127899","231913","231913","231913","0.06507602334022522","0.06507602334022522","0.06507602334022522","155188","155188","155188","0.06996653974056244","0.06996653974056244","0.06996653974056244","78298","78298","78298","0.06952989846467972","0.06952989846467972","0.06952989846467972","32263","32263","32263"
"165","0.045766107738018036","0.045766107738018036","0.045766107738018036","310674","310674","310674","0.03297421708703041","0.03297421708703041","0.03297421708703041","233318","233318","233318","0.055344149470329285","0.055344149470329285","0.055344149470329285","156128","156128","156128","0.04268382489681244","0.04268382489681244","0.04268382489681244","78772","78772","78772","0.059499189257621765","0.059499189257621765","0.059499189257621765","32458","32458","32458"
"166","0.03858588635921478","0.03858588635921478","0.03858588635921478","312545","312545","312545","0.024631205946207047","0.024631205946207047","0.024631205946207047","234723","234723","234723","0.04750815033912659","0.04750815033912659","0.04750815033912659","157068","157068","157068","0.04269495978951454","0.04269495978951454","0.04269495978951454","79246","79246","79246","0.07648806273937225","0.07648806273937225","0.07648806273937225","32653","32653","32653"
"167","0.03996234014630318","0.03996234014630318","0.03996234014630318","314416","314416","314416","0.07291463017463684","0.07291463017463684","0.07291463017463684","236128","236128","236128","0.06269677728414536","0.06269677728414536","0.06269677728414536","158008","158008","158008","0.02868974767625332","0.02868974767625332","0.02868974767625332","79720","79720","79720","0.05987351015210152","0.05987351015210152","0.05987351015210152","32848","32848","32848"
"168","0.0460812970995903","0.0460812970995903","0.0460812970995903","316287","316287","316287","0.1082707941532135","0.1082707941532135","0.1082707941532135","237533","237533","237533","0.029951194301247597","0.029951194301247597","0.029951194301247597","158948","158948","158948","0.04256248474121094","0.04256248474121094","0.04256248474121094","80194","80194","80194","0.08308037370443344","0.08308037370443344","0.08308037370443344","33043","33043","33043"
"169","0.030162131413817406","0.030162131413817406","0.030162131413817406","318158","318158","318158","0.050555795431137085","0.050555795431137085","0.050555795431137085","238938","238938","238938","0.035556431859731674","0.035556431859731674","0.035556431859731674","159888","159888","159888","0.02990519441664219","0.02990519441664219","0.02990519441664219","80668","80668","80668","0.05775267258286476","0.05775267258286476","0.05775267258286476","33238","33238","33238"
"170","0.1756191998720169","0.1756191998720169","0.1756191998720169","320034","320034","320034","0.02480839379131794","0.02480839379131794","0.02480839379131794","240348","240348","240348","0.11767559498548508","0.11767559498548508","0.11767559498548508","160833","160833","160833","0.031662337481975555","0.031662337481975555","0.031662337481975555","81147","81147","81147","0.07235828787088394","0.07235828787088394","0.07235828787088394","33438","33438","33438"
"171","0.06385202705860138","0.06385202705860138","0.06385202705860138","321905","321905","321905","0.09052973240613937","0.09052973240613937","0.09052973240613937","241753","241753","241753","0.07759946584701538","0.07759946584701538","0.07759946584701538","161773","161773","161773","0.0504424050450325","0.0504424050450325","0.0504424050450325","81621","81621","81621","0.08071879297494888","0.08071879297494888","0.08071879297494888","33633","33633","33633"
"172","0.0646575540304184","0.0646575540304184","0.0646575540304184","323776","323776","323776","0.0498976930975914","0.0498976930975914","0.0498976930975914","243158","243158","243158","0.07964397221803665","0.07964397221803665","0.07964397221803665","162713","162713","162713","0.02612643875181675","0.02612643875181675","0.02612643875181675","82095","82095","82095","0.05209503695368767","0.05209503695368767","0.05209503695368767","33828","33828","33828"
"173","0.09012895077466965","0.09012895077466965","0.09012895077466965","325647","325647","325647","0.04735400900244713","0.04735400900244713","0.04735400900244713","244563","244563","244563","0.047665227204561234","0.047665227204561234","0.047665227204561234","163653","163653","163653","0.02684798091650009","0.02684798091650009","0.02684798091650009","82569","82569","82569","0.0791640505194664","0.0791640505194664","0.0791640505194664","34023","34023","34023"
"174","0.05698135867714882","0.05698135867714882","0.05698135867714882","327518","327518","327518","0.04108200967311859","0.04108200967311859","0.04108200967311859","245968","245968","245968","0.054461125284433365","0.054461125284433365","0.054461125284433365","164593","164593","164593","0.04554243013262749","0.04554243013262749","0.04554243013262749","83043","83043","83043","0.05617000162601471","0.05617000162601471","0.05617000162601471","34218","34218","34218"
"175","0.0290058720856905","0.0290058720856905","0.0290058720856905","329389","329389","329389","0.03588716313242912","0.03588716313242912","0.03588716313242912","247373","247373","247373","0.11394916474819183","0.11394916474819183","0.11394916474819183","165533","165533","165533","0.05682415887713432","0.05682415887713432","0.05682415887713432","83517","83517","83517","0.13926559686660767","0.13926559686660767","0.13926559686660767","34413","34413","34413"
"176","0.03635639324784279","0.03635639324784279","0.03635639324784279","331260","331260","331260","0.02950550988316536","0.02950550988316536","0.02950550988316536","248778","248778","248778","0.034903205931186676","0.034903205931186676","0.034903205931186676","166473","166473","166473","0.08309618383646011","0.08309618383646011","0.08309618383646011","83991","83991","83991","0.04391830787062645","0.04391830787062645","0.04391830787062645","34608","34608","34608"
"177","0.05493258312344551","0.05493258312344551","0.05493258312344551","333131","333131","333131","0.04027969017624855","0.04027969017624855","0.04027969017624855","250183","250183","250183","0.05905083194375038","0.05905083194375038","0.05905083194375038","167413","167413","167413","0.04719800874590874","0.04719800874590874","0.04719800874590874","84465","84465","84465","0.08332683891057968","0.08332683891057968","0.08332683891057968","34803","34803","34803"
"178","0.08168928325176239","0.08168928325176239","0.08168928325176239","335002","335002","335002","0.04126706346869469","0.04126706346869469","0.04126706346869469","251588","251588","251588","0.059896066784858704","0.059896066784858704","0.059896066784858704","168353","168353","168353","0.06206631660461426","0.06206631660461426","0.06206631660461426","84939","84939","84939","0.1292007565498352","0.1292007565498352","0.1292007565498352","34998","34998","34998"
"179","0.0390821136534214","0.0390821136534214","0.0390821136534214","336873","336873","336873","0.03804248198866844","0.03804248198866844","0.03804248198866844","252993","252993","252993","0.03038916364312172","0.03038916364312172","0.03038916364312172","169293","169293","169293","0.047219861298799515","0.047219861298799515","0.047219861298799515","85413","85413","85413","0.05387852340936661","0.05387852340936661","0.05387852340936661","35193","35193","35193"
"180","0.045846372842788696","0.045846372842788696","0.045846372842788696","338749","338749","338749","0.042584702372550964","0.042584702372550964","0.042584702372550964","254403","254403","254403","0.045876890420913696","0.045876890420913696","0.045876890420913696","170238","170238","170238","0.05359232425689697","0.05359232425689697","0.05359232425689697","85892","85892","85892","0.052298445254564285","0.052298445254564285","0.052298445254564285","35393","35393","35393"
"181","0.0840286910533905","0.0840286910533905","0.0840286910533905","340620","340620","340620","0.07743670046329498","0.07743670046329498","0.07743670046329498","255808","255808","255808","0.056790728121995926","0.056790728121995926","0.056790728121995926","171178","171178","171178","0.06099218875169754","0.06099218875169754","0.06099218875169754","86366","86366","86366","0.051147766411304474","0.051147766411304474","0.051147766411304474","35588","35588","35588"
"182","0.04785551130771637","0.04785551130771637","0.04785551130771637","342491","342491","342491","0.03241674229502678","0.03241674229502678","0.03241674229502678","257213","257213","257213","0.027287155389785767","0.027287155389785767","0.027287155389785767","172118","172118","172118","0.053965549916028976","0.053965549916028976","0.053965549916028976","86840","86840","86840","0.0831499844789505","0.0831499844789505","0.0831499844789505","35783","35783","35783"
"183","0.08029495179653168","0.08029495179653168","0.08029495179653168","344362","344362","344362","0.051937803626060486","0.051937803626060486","0.051937803626060486","258618","258618","258618","0.02857648767530918","0.02857648767530918","0.02857648767530918","173058","173058","173058","0.04638005048036575","0.04638005048036575","0.04638005048036575","87314","87314","87314","0.050174128264188766","0.050174128264188766","0.050174128264188766","35978","35978","35978"
"184","0.03354150056838989","0.03354150056838989","0.03354150056838989","346233","346233","346233","0.05966861546039581","0.05966861546039581","0.05966861546039581","260023","260023","260023","0.04315866157412529","0.04315866157412529","0.04315866157412529","173998","173998","173998","0.04531220346689224","0.04531220346689224","0.04531220346689224","87788","87788","87788","0.08537112176418304","0.08537112176418304","0.08537112176418304","36173","36173","36173"
"185","0.054604560136795044","0.054604560136795044","0.054604560136795044","348104","348104","348104","0.027938636019825935","0.027938636019825935","0.027938636019825935","261428","261428","261428","0.056567348539829254","0.056567348539829254","0.056567348539829254","174938","174938","174938","0.061499521136283875","0.061499521136283875","0.061499521136283875","88262","88262","88262","0.038396839052438736","0.038396839052438736","0.038396839052438736","36368","36368","36368"
"186","0.024725282564759254","0.024725282564759254","0.024725282564759254","349975","349975","349975","0.15857233107089996","0.15857233107089996","0.15857233107089996","262833","262833","262833","0.12149323523044586","0.12149323523044586","0.12149323523044586","175878","175878","175878","0.026383671909570694","0.026383671909570694","0.026383671909570694","88736","88736","88736","0.09162606298923492","0.09162606298923492","0.09162606298923492","36563","36563","36563"
"187","0.03803499415516853","0.03803499415516853","0.03803499415516853","351846","351846","351846","0.0711415708065033","0.0711415708065033","0.0711415708065033","264238","264238","264238","0.0375891774892807","0.0375891774892807","0.0375891774892807","176818","176818","176818","0.039188433438539505","0.039188433438539505","0.039188433438539505","89210","89210","89210","0.061370253562927246","0.061370253562927246","0.061370253562927246","36758","36758","36758"
"188","0.039736393839120865","0.039736393839120865","0.039736393839120865","353717","353717","353717","0.04646506533026695","0.04646506533026695","0.04646506533026695","265643","265643","265643","0.0921754539012909","0.0921754539012909","0.0921754539012909","177758","177758","177758","0.031161347404122353","0.031161347404122353","0.031161347404122353","89684","89684","89684","0.07479158788919449","0.07479158788919449","0.07479158788919449","36953","36953","36953"
"189","0.04629020020365715","0.04629020020365715","0.04629020020365715","355588","355588","355588","0.05488515645265579","0.05488515645265579","0.05488515645265579","267048","267048","267048","0.0637274980545044","0.0637274980545044","0.0637274980545044","178698","178698","178698","0.07716318964958191","0.07716318964958191","0.07716318964958191","90158","90158","90158","0.09985821694135666","0.09985821694135666","0.09985821694135666","37148","37148","37148"
"190","0.07405523955821991","0.07405523955821991","0.07405523955821991","357464","357464","357464","0.07301808893680573","0.07301808893680573","0.07301808893680573","268458","268458","268458","0.109335757791996","0.109335757791996","0.109335757791996","179643","179643","179643","0.028008529916405678","0.028008529916405678","0.028008529916405678","90637","90637","90637","0.05549038574099541","0.05549038574099541","0.05549038574099541","37348","37348","37348"
"191","0.07408776879310608","0.07408776879310608","0.07408776879310608","359335","359335","359335","0.07352055609226227","0.07352055609226227","0.07352055609226227","269863","269863","269863","0.029959307983517647","0.029959307983517647","0.029959307983517647","180583","180583","180583","0.047489866614341736","0.047489866614341736","0.047489866614341736","91111","91111","91111","0.06207932531833649","0.06207932531833649","0.06207932531833649","37543","37543","37543"
"192","0.03518379479646683","0.03518379479646683","0.03518379479646683","361206","361206","361206","0.04223340377211571","0.04223340377211571","0.04223340377211571","271268","271268","271268","0.030908754095435143","0.030908754095435143","0.030908754095435143","181523","181523","181523","0.05058436468243599","0.05058436468243599","0.05058436468243599","91585","91585","91585","0.07704558223485947","0.07704558223485947","0.07704558223485947","37738","37738","37738"
"193","0.021533306688070297","0.021533306688070297","0.021533306688070297","363077","363077","363077","0.046987298876047134","0.046987298876047134","0.046987298876047134","272673","272673","272673","0.025274524465203285","0.025274524465203285","0.025274524465203285","182463","182463","182463","0.04376022890210152","0.04376022890210152","0.04376022890210152","92059","92059","92059","0.0911821722984314","0.0911821722984314","0.0911821722984314","37933","37933","37933"
"194","0.079776830971241","0.079776830971241","0.079776830971241","364948","364948","364948","0.05160018056631088","0.05160018056631088","0.05160018056631088","274078","274078","274078","0.05678786337375641","0.05678786337375641","0.05678786337375641","183403","183403","183403","0.09220634400844574","0.09220634400844574","0.09220634400844574","92533","92533","92533","0.13954117894172668","0.13954117894172668","0.13954117894172668","38128","38128","38128"
"195","0.031086919829249382","0.031086919829249382","0.031086919829249382","366819","366819","366819","0.03217722475528717","0.03217722475528717","0.03217722475528717","275483","275483","275483","0.030402807518839836","0.030402807518839836","0.030402807518839836","184343","184343","184343","0.04541932791471481","0.04541932791471481","0.04541932791471481","93007","93007","93007","0.06460196524858475","0.06460196524858475","0.06460196524858475","38323","38323","38323"
"196","0.03165656700730324","0.03165656700730324","0.03165656700730324","368690","368690","368690","0.02076711878180504","0.02076711878180504","0.02076711878180504","276888","276888","276888","0.04493814334273338","0.04493814334273338","0.04493814334273338","185283","185283","185283","0.04848936200141907","0.04848936200141907","0.04848936200141907","93481","93481","93481","0.0557473748922348","0.0557473748922348","0.0557473748922348","38518","38518","38518"
"197","0.03923974186182022","0.03923974186182022","0.03923974186182022","370561","370561","370561","0.039342451840639114","0.039342451840639114","0.039342451840639114","278293","278293","278293","0.08131398260593414","0.08131398260593414","0.08131398260593414","186223","186223","186223","0.03710143640637398","0.03710143640637398","0.03710143640637398","93955","93955","93955","0.1231892928481102","0.1231892928481102","0.1231892928481102","38713","38713","38713"
"198","0.04203803464770317","0.04203803464770317","0.04203803464770317","372432","372432","372432","0.05430639535188675","0.05430639535188675","0.05430639535188675","279698","279698","279698","0.041543714702129364","0.041543714702129364","0.041543714702129364","187163","187163","187163","0.04222988709807396","0.04222988709807396","0.04222988709807396","94429","94429","94429","0.0573602020740509","0.0573602020740509","0.0573602020740509","38908","38908","38908"
"199","0.04027143865823746","0.04027143865823746","0.04027143865823746","374303","374303","374303","0.04307367280125618","0.04307367280125618","0.04307367280125618","281103","281103","281103","0.04372088983654976","0.04372088983654976","0.04372088983654976","188103","188103","188103","0.026615247130393982","0.026615247130393982","0.026615247130393982","94903","94903","94903","0.06802426278591156","0.06802426278591156","0.06802426278591156","39103","39103","39103"