"epoch","train_100 - val_energy_rel_error_rollout1","train_100 - val_energy_rel_error_rollout1__MIN","train_100 - val_energy_rel_error_rollout1__MAX","train_100 - _step","train_100 - _step__MIN","train_100 - _step__MAX","train_75 - val_energy_rel_error_rollout1","train_75 - val_energy_rel_error_rollout1__MIN","train_75 - val_energy_rel_error_rollout1__MAX","train_75 - _step","train_75 - _step__MIN","train_75 - _step__MAX","train_50 - val_energy_rel_error_rollout1","train_50 - val_energy_rel_error_rollout1__MIN","train_50 - val_energy_rel_error_rollout1__MAX","train_50 - _step","train_50 - _step__MIN","train_50 - _step__MAX","train_25 - val_energy_rel_error_rollout1","train_25 - val_energy_rel_error_rollout1__MIN","train_25 - val_energy_rel_error_rollout1__MAX","train_25 - _step","train_25 - _step__MIN","train_25 - _step__MAX","train_10 - val_energy_rel_error_rollout1","train_10 - val_energy_rel_error_rollout1__MIN","train_10 - val_energy_rel_error_rollout1__MAX","train_10 - _step","train_10 - _step__MIN","train_10 - _step__MAX"
"66","0.008006413467228413","0.008006413467228413","0.008006413467228413","125395","125395","125395","0.01656120829284191","0.01656120829284191","0.01656120829284191","94173","94173","94173","0.01643943041563034","0.01643943041563034","0.01643943041563034","63018","63018","63018","0.0162303876131773","0.0162303876131773","0.0162303876131773","31796","31796","31796","0.02492477186024189","0.02492477186024189","0.02492477186024189","13103","13103","13103"
"67","0.01006778609007597","0.01006778609007597","0.01006778609007597","127266","127266","127266","0.010493392124772072","0.010493392124772072","0.010493392124772072","95578","95578","95578","0.006199810188263655","0.006199810188263655","0.006199810188263655","63958","63958","63958","0.014843692071735859","0.014843692071735859","0.014843692071735859","32270","32270","32270","0.017192907631397247","0.017192907631397247","0.017192907631397247","13298","13298","13298"
"68","0.005643779411911964","0.005643779411911964","0.005643779411911964","129137","129137","129137","0.006553393788635731","0.006553393788635731","0.006553393788635731","96983","96983","96983","0.013918544165790081","0.013918544165790081","0.013918544165790081","64898","64898","64898","0.009001154452562332","0.009001154452562332","0.009001154452562332","32744","32744","32744","0.02424190193414688","0.02424190193414688","0.02424190193414688","13493","13493","13493"
"69","0.018053846433758736","0.018053846433758736","0.018053846433758736","131008","131008","131008","0.010476709343492985","0.010476709343492985","0.010476709343492985","98388","98388","98388","0.006875368766486645","0.006875368766486645","0.006875368766486645","65838","65838","65838","0.015058719553053379","0.015058719553053379","0.015058719553053379","33218","33218","33218","0.03994572162628174","0.03994572162628174","0.03994572162628174","13688","13688","13688"
"70","0.00682990625500679","0.00682990625500679","0.00682990625500679","132884","132884","132884","0.007803966291248798","0.007803966291248798","0.007803966291248798","99798","99798","99798","0.00863045733422041","0.00863045733422041","0.00863045733422041","66783","66783","66783","0.01178744900971651","0.01178744900971651","0.01178744900971651","33697","33697","33697","0.016459058970212936","0.016459058970212936","0.016459058970212936","13888","13888","13888"
"71","0.008875356055796146","0.008875356055796146","0.008875356055796146","134755","134755","134755","0.005783289670944214","0.005783289670944214","0.005783289670944214","101203","101203","101203","0.00953955389559269","0.00953955389559269","0.00953955389559269","67723","67723","67723","0.008612082339823246","0.008612082339823246","0.008612082339823246","34171","34171","34171","0.01960822567343712","0.01960822567343712","0.01960822567343712","14083","14083","14083"
"72","0.008317051455378532","0.008317051455378532","0.008317051455378532","136626","136626","136626","0.006740650627762079","0.006740650627762079","0.006740650627762079","102608","102608","102608","0.005942222196608782","0.005942222196608782","0.005942222196608782","68663","68663","68663","0.011696217581629753","0.011696217581629753","0.011696217581629753","34645","34645","34645","0.022624913603067398","0.022624913603067398","0.022624913603067398","14278","14278","14278"
"73","0.008509448729455471","0.008509448729455471","0.008509448729455471","138497","138497","138497","0.006687760353088379","0.006687760353088379","0.006687760353088379","104013","104013","104013","0.011582130566239357","0.011582130566239357","0.011582130566239357","69603","69603","69603","0.012691148556768894","0.012691148556768894","0.012691148556768894","35119","35119","35119","0.01972770504653454","0.01972770504653454","0.01972770504653454","14473","14473","14473"
"74","0.008657253347337246","0.008657253347337246","0.008657253347337246","140368","140368","140368","0.005342733580619097","0.005342733580619097","0.005342733580619097","105418","105418","105418","0.017186636105179787","0.017186636105179787","0.017186636105179787","70543","70543","70543","0.009126939810812473","0.009126939810812473","0.009126939810812473","35593","35593","35593","0.011000173166394234","0.011000173166394234","0.011000173166394234","14668","14668","14668"
"75","0.00542367622256279","0.00542367622256279","0.00542367622256279","142239","142239","142239","0.006057216785848141","0.006057216785848141","0.006057216785848141","106823","106823","106823","0.008420241065323353","0.008420241065323353","0.008420241065323353","71483","71483","71483","0.008006984367966652","0.008006984367966652","0.008006984367966652","36067","36067","36067","0.019271166995167732","0.019271166995167732","0.019271166995167732","14863","14863","14863"
"76","0.009735876694321632","0.009735876694321632","0.009735876694321632","144110","144110","144110","0.007428510580211878","0.007428510580211878","0.007428510580211878","108228","108228","108228","0.006469326093792915","0.006469326093792915","0.006469326093792915","72423","72423","72423","0.013796111568808556","0.013796111568808556","0.013796111568808556","36541","36541","36541","0.015468109399080276","0.015468109399080276","0.015468109399080276","15058","15058","15058"
"77","0.008413347415626049","0.008413347415626049","0.008413347415626049","145981","145981","145981","0.006557711400091648","0.006557711400091648","0.006557711400091648","109633","109633","109633","0.00998618733137846","0.00998618733137846","0.00998618733137846","73363","73363","73363","0.00783881638199091","0.00783881638199091","0.00783881638199091","37015","37015","37015","0.01654944010078907","0.01654944010078907","0.01654944010078907","15253","15253","15253"
"78","0.007928150705993176","0.007928150705993176","0.007928150705993176","147852","147852","147852","0.008326629176735878","0.008326629176735878","0.008326629176735878","111038","111038","111038","0.01026201993227005","0.01026201993227005","0.01026201993227005","74303","74303","74303","0.007075205910950899","0.007075205910950899","0.007075205910950899","37489","37489","37489","0.02014566771686077","0.02014566771686077","0.02014566771686077","15448","15448","15448"
"79","0.005376351997256279","0.005376351997256279","0.005376351997256279","149723","149723","149723","0.008751113899052143","0.008751113899052143","0.008751113899052143","112443","112443","112443","0.009690781123936176","0.009690781123936176","0.009690781123936176","75243","75243","75243","0.009425434283912182","0.009425434283912182","0.009425434283912182","37963","37963","37963","0.013646446168422699","0.013646446168422699","0.013646446168422699","15643","15643","15643"
"80","0.007662246469408274","0.007662246469408274","0.007662246469408274","151599","151599","151599","0.008263682946562767","0.008263682946562767","0.008263682946562767","113853","113853","113853","0.009178209118545055","0.009178209118545055","0.009178209118545055","76188","76188","76188","0.008244788274168968","0.008244788274168968","0.008244788274168968","38442","38442","38442","0.0220622718334198","0.0220622718334198","0.0220622718334198","15843","15843","15843"
"81","0.00956654641777277","0.00956654641777277","0.00956654641777277","153470","153470","153470","0.01072106696665287","0.01072106696665287","0.01072106696665287","115258","115258","115258","0.008479704149067402","0.008479704149067402","0.008479704149067402","77128","77128","77128","0.010091079398989677","0.010091079398989677","0.010091079398989677","38916","38916","38916","0.01294744573533535","0.01294744573533535","0.01294744573533535","16038","16038","16038"
"82","0.009309465996921062","0.009309465996921062","0.009309465996921062","155341","155341","155341","0.0083058662712574","0.0083058662712574","0.0083058662712574","116663","116663","116663","0.0067721582017838955","0.0067721582017838955","0.0067721582017838955","78068","78068","78068","0.00839869026094675","0.00839869026094675","0.00839869026094675","39390","39390","39390","0.014966878108680248","0.014966878108680248","0.014966878108680248","16233","16233","16233"
"83","0.007420974783599377","0.007420974783599377","0.007420974783599377","157212","157212","157212","0.01080875564366579","0.01080875564366579","0.01080875564366579","118068","118068","118068","0.011090369895100594","0.011090369895100594","0.011090369895100594","79008","79008","79008","0.011494620703160763","0.011494620703160763","0.011494620703160763","39864","39864","39864","0.016154857352375984","0.016154857352375984","0.016154857352375984","16428","16428","16428"
"84","0.007406242657452822","0.007406242657452822","0.007406242657452822","159083","159083","159083","0.008696948178112507","0.008696948178112507","0.008696948178112507","119473","119473","119473","0.008573159575462341","0.008573159575462341","0.008573159575462341","79948","79948","79948","0.008586984127759933","0.008586984127759933","0.008586984127759933","40338","40338","40338","0.016113854944705963","0.016113854944705963","0.016113854944705963","16623","16623","16623"
"85","0.006630866788327694","0.006630866788327694","0.006630866788327694","160954","160954","160954","0.009279422461986542","0.009279422461986542","0.009279422461986542","120878","120878","120878","0.011162009090185165","0.011162009090185165","0.011162009090185165","80888","80888","80888","0.009907743893563747","0.009907743893563747","0.009907743893563747","40812","40812","40812","0.016927819699048996","0.016927819699048996","0.016927819699048996","16818","16818","16818"
"86","0.010623111389577389","0.010623111389577389","0.010623111389577389","162825","162825","162825","0.011701256036758423","0.011701256036758423","0.011701256036758423","122283","122283","122283","0.00739274499937892","0.00739274499937892","0.00739274499937892","81828","81828","81828","0.008296936750411987","0.008296936750411987","0.008296936750411987","41286","41286","41286","0.016633186489343643","0.016633186489343643","0.016633186489343643","17013","17013","17013"
"87","0.008634589612483978","0.008634589612483978","0.008634589612483978","164696","164696","164696","0.005424730479717255","0.005424730479717255","0.005424730479717255","123688","123688","123688","0.008644264191389084","0.008644264191389084","0.008644264191389084","82768","82768","82768","0.008515008725225925","0.008515008725225925","0.008515008725225925","41760","41760","41760","0.023354751989245415","0.023354751989245415","0.023354751989245415","17208","17208","17208"
"88","0.007164638955146074","0.007164638955146074","0.007164638955146074","166567","166567","166567","0.006694896146655083","0.006694896146655083","0.006694896146655083","125093","125093","125093","0.005860885605216026","0.005860885605216026","0.005860885605216026","83708","83708","83708","0.0189032144844532","0.0189032144844532","0.0189032144844532","42234","42234","42234","0.0248271394520998","0.0248271394520998","0.0248271394520998","17403","17403","17403"
"89","0.009620374999940395","0.009620374999940395","0.009620374999940395","168438","168438","168438","0.008021436631679535","0.008021436631679535","0.008021436631679535","126498","126498","126498","0.01218771655112505","0.01218771655112505","0.01218771655112505","84648","84648","84648","0.00745305884629488","0.00745305884629488","0.00745305884629488","42708","42708","42708","0.011933548375964165","0.011933548375964165","0.011933548375964165","17598","17598","17598"
"90","0.004945838823914528","0.004945838823914528","0.004945838823914528","170314","170314","170314","0.005929156672209501","0.005929156672209501","0.005929156672209501","127908","127908","127908","0.007109787315130234","0.007109787315130234","0.007109787315130234","85593","85593","85593","0.014452611096203327","0.014452611096203327","0.014452611096203327","43187","43187","43187","0.012597098015248775","0.012597098015248775","0.012597098015248775","17798","17798","17798"
"91","0.01345843356102705","0.01345843356102705","0.01345843356102705","172185","172185","172185","0.008585409261286259","0.008585409261286259","0.008585409261286259","129313","129313","129313","0.008090285584330559","0.008090285584330559","0.008090285584330559","86533","86533","86533","0.00926144327968359","0.00926144327968359","0.00926144327968359","43661","43661","43661","0.01724126935005188","0.01724126935005188","0.01724126935005188","17993","17993","17993"
"92","0.007169325836002827","0.007169325836002827","0.007169325836002827","174056","174056","174056","0.006725564133375883","0.006725564133375883","0.006725564133375883","130718","130718","130718","0.008185775950551033","0.008185775950551033","0.008185775950551033","87473","87473","87473","0.014439186081290245","0.014439186081290245","0.014439186081290245","44135","44135","44135","0.01603640243411064","0.01603640243411064","0.01603640243411064","18188","18188","18188"
"93","0.007724002003669739","0.007724002003669739","0.007724002003669739","175927","175927","175927","0.00827783439308405","0.00827783439308405","0.00827783439308405","132123","132123","132123","0.009896407835185528","0.009896407835185528","0.009896407835185528","88413","88413","88413","0.010101770982146263","0.010101770982146263","0.010101770982146263","44609","44609","44609","0.01617969572544098","0.01617969572544098","0.01617969572544098","18383","18383","18383"
"94","0.007983634248375893","0.007983634248375893","0.007983634248375893","177798","177798","177798","0.007319441065192223","0.007319441065192223","0.007319441065192223","133528","133528","133528","0.008906488306820393","0.008906488306820393","0.008906488306820393","89353","89353","89353","0.008492827415466309","0.008492827415466309","0.008492827415466309","45083","45083","45083","0.0185212604701519","0.0185212604701519","0.0185212604701519","18578","18578","18578"
"95","0.009045993909239769","0.009045993909239769","0.009045993909239769","179669","179669","179669","0.006819425616413355","0.006819425616413355","0.006819425616413355","134933","134933","134933","0.012818418443202972","0.012818418443202972","0.012818418443202972","90293","90293","90293","0.007829997688531876","0.007829997688531876","0.007829997688531876","45557","45557","45557","0.013421274721622467","0.013421274721622467","0.013421274721622467","18773","18773","18773"
"96","0.0088233333081007","0.0088233333081007","0.0088233333081007","181540","181540","181540","0.014529113657772541","0.014529113657772541","0.014529113657772541","136338","136338","136338","0.007784552872180939","0.007784552872180939","0.007784552872180939","91233","91233","91233","0.010150779969990253","0.010150779969990253","0.010150779969990253","46031","46031","46031","0.01787710376083851","0.01787710376083851","0.01787710376083851","18968","18968","18968"
"97","0.007338827475905418","0.007338827475905418","0.007338827475905418","183411","183411","183411","0.013449614867568016","0.013449614867568016","0.013449614867568016","137743","137743","137743","0.009010596200823784","0.009010596200823784","0.009010596200823784","92173","92173","92173","0.01198055874556303","0.01198055874556303","0.01198055874556303","46505","46505","46505","0.02049633115530014","0.02049633115530014","0.02049633115530014","19163","19163","19163"
"98","0.008979248814284801","0.008979248814284801","0.008979248814284801","185282","185282","185282","0.012699323706328869","0.012699323706328869","0.012699323706328869","139148","139148","139148","0.006118115969002247","0.006118115969002247","0.006118115969002247","93113","93113","93113","0.014414343051612377","0.014414343051612377","0.014414343051612377","46979","46979","46979","0.01621648110449314","0.01621648110449314","0.01621648110449314","19358","19358","19358"
"99","0.00804123468697071","0.00804123468697071","0.00804123468697071","187153","187153","187153","0.007009290624409914","0.007009290624409914","0.007009290624409914","140553","140553","140553","0.00663287378847599","0.00663287378847599","0.00663287378847599","94053","94053","94053","0.007710005156695843","0.007710005156695843","0.007710005156695843","47453","47453","47453","0.013634844683110714","0.013634844683110714","0.013634844683110714","19553","19553","19553"
"100","0.01324174739420414","0.01324174739420414","0.01324174739420414","189029","189029","189029","0.008704774081707","0.008704774081707","0.008704774081707","141963","141963","141963","0.005024610552936792","0.005024610552936792","0.005024610552936792","94998","94998","94998","0.007928112521767616","0.007928112521767616","0.007928112521767616","47932","47932","47932","0.015505836345255375","0.015505836345255375","0.015505836345255375","19753","19753","19753"
"101","0.004785634111613035","0.004785634111613035","0.004785634111613035","190900","190900","190900","0.0056531080044806","0.0056531080044806","0.0056531080044806","143368","143368","143368","0.007530198898166418","0.007530198898166418","0.007530198898166418","95938","95938","95938","0.008575805462896824","0.008575805462896824","0.008575805462896824","48406","48406","48406","0.019515709951519966","0.019515709951519966","0.019515709951519966","19948","19948","19948"
"102","0.005032162647694349","0.005032162647694349","0.005032162647694349","192771","192771","192771","0.008734587579965591","0.008734587579965591","0.008734587579965591","144773","144773","144773","0.009556880220770836","0.009556880220770836","0.009556880220770836","96878","96878","96878","0.013099631294608116","0.013099631294608116","0.013099631294608116","48880","48880","48880","0.011577947065234184","0.011577947065234184","0.011577947065234184","20143","20143","20143"
"103","0.008530099876224995","0.008530099876224995","0.008530099876224995","194642","194642","194642","0.0066873556934297085","0.0066873556934297085","0.0066873556934297085","146178","146178","146178","0.0052099684253335","0.0052099684253335","0.0052099684253335","97818","97818","97818","0.01194270420819521","0.01194270420819521","0.01194270420819521","49354","49354","49354","0.014320697635412216","0.014320697635412216","0.014320697635412216","20338","20338","20338"
"104","0.0068138656206429005","0.0068138656206429005","0.0068138656206429005","196513","196513","196513","0.010547826997935772","0.010547826997935772","0.010547826997935772","147583","147583","147583","0.009331760928034782","0.009331760928034782","0.009331760928034782","98758","98758","98758","0.0110135767608881","0.0110135767608881","0.0110135767608881","49828","49828","49828","0.0225656908005476","0.0225656908005476","0.0225656908005476","20533","20533","20533"
"105","0.01018567569553852","0.01018567569553852","0.01018567569553852","198384","198384","198384","0.008167479187250137","0.008167479187250137","0.008167479187250137","148988","148988","148988","0.010720903053879738","0.010720903053879738","0.010720903053879738","99698","99698","99698","0.007749180309474468","0.007749180309474468","0.007749180309474468","50302","50302","50302","0.01567821204662323","0.01567821204662323","0.01567821204662323","20728","20728","20728"
"106","0.014364955946803093","0.014364955946803093","0.014364955946803093","200255","200255","200255","0.012087106704711914","0.012087106704711914","0.012087106704711914","150393","150393","150393","0.006270124576985836","0.006270124576985836","0.006270124576985836","100638","100638","100638","0.008396419696509838","0.008396419696509838","0.008396419696509838","50776","50776","50776","0.01620427705347538","0.01620427705347538","0.01620427705347538","20923","20923","20923"
"107","0.008180055767297745","0.008180055767297745","0.008180055767297745","202126","202126","202126","0.005678805522620678","0.005678805522620678","0.005678805522620678","151798","151798","151798","0.012684622779488564","0.012684622779488564","0.012684622779488564","101578","101578","101578","0.006786794401705265","0.006786794401705265","0.006786794401705265","51250","51250","51250","0.013696392066776752","0.013696392066776752","0.013696392066776752","21118","21118","21118"
"108","0.008036007173359394","0.008036007173359394","0.008036007173359394","203997","203997","203997","0.006692688446491957","0.006692688446491957","0.006692688446491957","153203","153203","153203","0.016016291454434395","0.016016291454434395","0.016016291454434395","102518","102518","102518","0.0075749498791992664","0.0075749498791992664","0.0075749498791992664","51724","51724","51724","0.025156686082482338","0.025156686082482338","0.025156686082482338","21313","21313","21313"
"109","0.010653343051671982","0.010653343051671982","0.010653343051671982","205868","205868","205868","0.01199803501367569","0.01199803501367569","0.01199803501367569","154608","154608","154608","0.00909011997282505","0.00909011997282505","0.00909011997282505","103458","103458","103458","0.0073617626912891865","0.0073617626912891865","0.0073617626912891865","52198","52198","52198","0.015937039628624916","0.015937039628624916","0.015937039628624916","21508","21508","21508"
"110","0.012134687043726444","0.012134687043726444","0.012134687043726444","207744","207744","207744","0.012234448455274105","0.012234448455274105","0.012234448455274105","156018","156018","156018","0.01103709451854229","0.01103709451854229","0.01103709451854229","104403","104403","104403","0.0075804200023412704","0.0075804200023412704","0.0075804200023412704","52677","52677","52677","0.02314629778265953","0.02314629778265953","0.02314629778265953","21708","21708","21708"
"111","0.015938933938741684","0.015938933938741684","0.015938933938741684","209615","209615","209615","0.011656193993985653","0.011656193993985653","0.011656193993985653","157423","157423","157423","0.007306463085114956","0.007306463085114956","0.007306463085114956","105343","105343","105343","0.011879300698637962","0.011879300698637962","0.011879300698637962","53151","53151","53151","0.013808470219373703","0.013808470219373703","0.013808470219373703","21903","21903","21903"
"112","0.009398790076375008","0.009398790076375008","0.009398790076375008","211486","211486","211486","0.008935841731727123","0.008935841731727123","0.008935841731727123","158828","158828","158828","0.007237324025481939","0.007237324025481939","0.007237324025481939","106283","106283","106283","0.006722801364958286","0.006722801364958286","0.006722801364958286","53625","53625","53625","0.015011857263743877","0.015011857263743877","0.015011857263743877","22098","22098","22098"
"113","0.008044468238949776","0.008044468238949776","0.008044468238949776","213357","213357","213357","0.011297435499727726","0.011297435499727726","0.011297435499727726","160233","160233","160233","0.008263151161372662","0.008263151161372662","0.008263151161372662","107223","107223","107223","0.011196989566087723","0.011196989566087723","0.011196989566087723","54099","54099","54099","0.020140452310442924","0.020140452310442924","0.020140452310442924","22293","22293","22293"
"114","0.012984617613255978","0.012984617613255978","0.012984617613255978","215228","215228","215228","0.009136014617979527","0.009136014617979527","0.009136014617979527","161638","161638","161638","0.010778774507343769","0.010778774507343769","0.010778774507343769","108163","108163","108163","0.008232117630541325","0.008232117630541325","0.008232117630541325","54573","54573","54573","0.014512017369270325","0.014512017369270325","0.014512017369270325","22488","22488","22488"
"115","0.010295480489730835","0.010295480489730835","0.010295480489730835","217099","217099","217099","0.01624744012951851","0.01624744012951851","0.01624744012951851","163043","163043","163043","0.005659237504005432","0.005659237504005432","0.005659237504005432","109103","109103","109103","0.018428510054945946","0.018428510054945946","0.018428510054945946","55047","55047","55047","0.011393911205232143","0.011393911205232143","0.011393911205232143","22683","22683","22683"
"116","0.005598209798336029","0.005598209798336029","0.005598209798336029","218970","218970","218970","0.0075254980474710464","0.0075254980474710464","0.0075254980474710464","164448","164448","164448","0.009070108644664288","0.009070108644664288","0.009070108644664288","110043","110043","110043","0.008760586380958557","0.008760586380958557","0.008760586380958557","55521","55521","55521","0.01659618318080902","0.01659618318080902","0.01659618318080902","22878","22878","22878"
"117","0.006958778947591782","0.006958778947591782","0.006958778947591782","220841","220841","220841","0.006363857537508011","0.006363857537508011","0.006363857537508011","165853","165853","165853","0.007549774367362261","0.007549774367362261","0.007549774367362261","110983","110983","110983","0.007649581413716078","0.007649581413716078","0.007649581413716078","55995","55995","55995","0.011309564113616943","0.011309564113616943","0.011309564113616943","23073","23073","23073"
"118","0.011294206604361534","0.011294206604361534","0.011294206604361534","222712","222712","222712","0.006599285639822483","0.006599285639822483","0.006599285639822483","167258","167258","167258","0.011717760004103184","0.011717760004103184","0.011717760004103184","111923","111923","111923","0.011425177566707134","0.011425177566707134","0.011425177566707134","56469","56469","56469","0.015778250992298126","0.015778250992298126","0.015778250992298126","23268","23268","23268"
"119","0.006803486030548811","0.006803486030548811","0.006803486030548811","224583","224583","224583","0.010911352932453156","0.010911352932453156","0.010911352932453156","168663","168663","168663","0.004998540040105581","0.004998540040105581","0.004998540040105581","112863","112863","112863","0.008899099193513393","0.008899099193513393","0.008899099193513393","56943","56943","56943","0.01102185994386673","0.01102185994386673","0.01102185994386673","23463","23463","23463"
"120","0.009240665473043919","0.009240665473043919","0.009240665473043919","226459","226459","226459","0.007787474896758795","0.007787474896758795","0.007787474896758795","170073","170073","170073","0.014439514838159084","0.014439514838159084","0.014439514838159084","113808","113808","113808","0.0076096924021840096","0.0076096924021840096","0.0076096924021840096","57422","57422","57422","0.012713133357465267","0.012713133357465267","0.012713133357465267","23663","23663","23663"
"121","0.005308071151375771","0.005308071151375771","0.005308071151375771","228330","228330","228330","0.006212117150425911","0.006212117150425911","0.006212117150425911","171478","171478","171478","0.012829822488129139","0.012829822488129139","0.012829822488129139","114748","114748","114748","0.0077561745420098305","0.0077561745420098305","0.0077561745420098305","57896","57896","57896","0.009235041216015816","0.009235041216015816","0.009235041216015816","23858","23858","23858"
"122","0.013620863668620586","0.013620863668620586","0.013620863668620586","230201","230201","230201","0.006498423404991627","0.006498423404991627","0.006498423404991627","172883","172883","172883","0.005736492574214935","0.005736492574214935","0.005736492574214935","115688","115688","115688","0.005578764248639345","0.005578764248639345","0.005578764248639345","58370","58370","58370","0.013249373063445091","0.013249373063445091","0.013249373063445091","24053","24053","24053"
"123","0.015491821803152561","0.015491821803152561","0.015491821803152561","232072","232072","232072","0.008638637140393257","0.008638637140393257","0.008638637140393257","174288","174288","174288","0.009289284236729145","0.009289284236729145","0.009289284236729145","116628","116628","116628","0.010873710736632347","0.010873710736632347","0.010873710736632347","58844","58844","58844","0.012594164349138737","0.012594164349138737","0.012594164349138737","24248","24248","24248"
"124","0.01227053627371788","0.01227053627371788","0.01227053627371788","233943","233943","233943","0.010414178483188152","0.010414178483188152","0.010414178483188152","175693","175693","175693","0.010285879485309124","0.010285879485309124","0.010285879485309124","117568","117568","117568","0.00897222850471735","0.00897222850471735","0.00897222850471735","59318","59318","59318","0.009800136089324951","0.009800136089324951","0.009800136089324951","24443","24443","24443"
"125","0.011782238259911537","0.011782238259911537","0.011782238259911537","235814","235814","235814","0.012615949846804142","0.012615949846804142","0.012615949846804142","177098","177098","177098","0.007818724028766155","0.007818724028766155","0.007818724028766155","118508","118508","118508","0.006829496938735247","0.006829496938735247","0.006829496938735247","59792","59792","59792","0.01339588314294815","0.01339588314294815","0.01339588314294815","24638","24638","24638"
"126","0.0054735662415623665","0.0054735662415623665","0.0054735662415623665","237685","237685","237685","0.009994369931519032","0.009994369931519032","0.009994369931519032","178503","178503","178503","0.008481737226247787","0.008481737226247787","0.008481737226247787","119448","119448","119448","0.008686975575983524","0.008686975575983524","0.008686975575983524","60266","60266","60266","0.012734630145132542","0.012734630145132542","0.012734630145132542","24833","24833","24833"
"127","0.010430506430566311","0.010430506430566311","0.010430506430566311","239556","239556","239556","0.007147321477532387","0.007147321477532387","0.007147321477532387","179908","179908","179908","0.012420453131198883","0.012420453131198883","0.012420453131198883","120388","120388","120388","0.008433829061686993","0.008433829061686993","0.008433829061686993","60740","60740","60740","0.0145085658878088","0.0145085658878088","0.0145085658878088","25028","25028","25028"
"128","0.0057347603142261505","0.0057347603142261505","0.0057347603142261505","241427","241427","241427","0.009495068341493607","0.009495068341493607","0.009495068341493607","181313","181313","181313","0.006345427595078945","0.006345427595078945","0.006345427595078945","121328","121328","121328","0.007282931823283434","0.007282931823283434","0.007282931823283434","61214","61214","61214","0.017097244039177895","0.017097244039177895","0.017097244039177895","25223","25223","25223"
"129","0.007067013997584581","0.007067013997584581","0.007067013997584581","243298","243298","243298","0.01012017298489809","0.01012017298489809","0.01012017298489809","182718","182718","182718","0.0053960164077579975","0.0053960164077579975","0.0053960164077579975","122268","122268","122268","0.010248865932226181","0.010248865932226181","0.010248865932226181","61688","61688","61688","0.015503364615142345","0.015503364615142345","0.015503364615142345","25418","25418","25418"
"130","0.011183508671820164","0.011183508671820164","0.011183508671820164","245174","245174","245174","0.01008392870426178","0.01008392870426178","0.01008392870426178","184128","184128","184128","0.009645926766097546","0.009645926766097546","0.009645926766097546","123213","123213","123213","0.010012811981141567","0.010012811981141567","0.010012811981141567","62167","62167","62167","0.01039623748511076","0.01039623748511076","0.01039623748511076","25618","25618","25618"
"131","0.008925529196858406","0.008925529196858406","0.008925529196858406","247045","247045","247045","0.012489362619817257","0.012489362619817257","0.012489362619817257","185533","185533","185533","0.009054307825863361","0.009054307825863361","0.009054307825863361","124153","124153","124153","0.006730276625603437","0.006730276625603437","0.006730276625603437","62641","62641","62641","0.026168350130319595","0.026168350130319595","0.026168350130319595","25813","25813","25813"
"132","0.0125788114964962","0.0125788114964962","0.0125788114964962","248916","248916","248916","0.005894938483834267","0.005894938483834267","0.005894938483834267","186938","186938","186938","0.009822062216699123","0.009822062216699123","0.009822062216699123","125093","125093","125093","0.00702187605202198","0.00702187605202198","0.00702187605202198","63115","63115","63115","0.011324803344905376","0.011324803344905376","0.011324803344905376","26008","26008","26008"
